Participant,Cluster - MMHC (category),Cluster - MMHC binaire (category),Cont - L - Std,Default - L - Std,DorsAttn - L - Std,Limbic - L - Std,SalVentAttn - L - Std,SomMot - L - Std,Vis - L - Std,Cont - R - Std,Default - R - Std,DorsAttn - R - Std,Limbic - R - Std,SalVentAttn - R - Std,SomMot - R - Std,Vis - R - Std,Cont - Asym - Std,Default - Asym - Std,DorsAttn - Asym - Std,Limbic - Asym - Std,SalVentAttn - Asym - Std,SomMot - Asym - Std,Vis - Asym - Std,Cont - G2 - Std - L,Cont - G2 - Std - R,Cont - G2 - Std - Asym,Default - G2 - Std - L,Default - G2 - Std - R,Default - G2 - Std - Asym,DorsAttn - G2 - Std - L,DorsAttn - G2 - Std - R,DorsAttn - G2 - Std - Asym,Limbic - G2 - Std - L,Limbic - G2 - Std - R,Limbic - G2 - Std - Asym,SalVentAttn - G2 - Std - L,SalVentAttn - G2 - Std - R,SalVentAttn - G2 - Std - Asym,SomMot - G2 - Std - L,SomMot - G2 - Std - R,SomMot - G2 - Std - Asym,Vis - G2 - Std - L,Vis - G2 - Std - R,Vis - G2 - Std - Asym,Cont - G3 - R - Std,Cont - G3 - L - Std,Cont - G3 - asym - Std,Default - G3 - R - Std,Default - G3 - L - Std,Default - G3 - asym - Std,DorsAttn - G3 - R - Std,DorsAttn - G3 - L - Std,DorsAttn - G3 - asym - Std,Limbic - G3 - R - Std,Limbic - G3 - L - Std,Limbic - G3 - asym - Std,SalVentAttn - G3 - R - Std,SalVentAttn - G3 - L - Std,SalVentAttn - G3 - asym - Std,SomMot - G3 - R - Std,SomMot - G3 - L - Std,SomMot - G3 - asym - Std,Vis - G3 - R - Std,Vis - G3 - L - Std,Vis - G3 - asym - Std
6540,mild_typical,Typical,49.30,79.26,32.84,57.59,33.06,17.69,20.00,66.53,78.99,30.07,61.92,27.72,20.31,16.78,-17.23,0.26,2.77,-4.33,5.34,-2.62,3.22,47.91,54.31,-6.40,53.53,56.85,-3.32,45.60,45.23,0.37,41.91,48.04,-6.12,30.91,24.64,6.27,23.16,24.12,-0.97,75.11,77.00,-1.89,68.259500666,76.036684778,7.7771841121,33.75211043,31.613039682,-2.139070748,67.874200716,74.463606099,6.5894053832,32.999884663,35.844922226,2.8450375631,55.325739603,56.222534898,0.8967952948,30.964587411,29.674075269,-1.290512142,33.342702717,41.91662963,8.5739269125
5451,mild_typical,Typical,59.15,81.83,39.82,62.46,35.69,14.58,14.69,64.02,80.64,34.56,68.56,32.36,16.82,12.45,-4.87,1.19,5.26,-6.09,3.33,-2.24,2.24,40.62,51.18,-10.56,56.58,56.59,-0.00,34.60,32.13,2.46,47.15,49.61,-2.45,19.02,16.21,2.81,41.95,43.77,-1.82,77.64,79.58,-1.94,75.162482883,73.24485728,-1.917625602,30.158580453,24.379888312,-5.778692141,66.962108606,57.700527054,-9.261581551,32.204928136,28.712459606,-3.49246853,60.471904571,61.573875254,1.1019706832,24.767802295,23.461833689,-1.305968606,18.867313214,25.951683053,7.0843698392
2557,strong_typical,Typical,58.81,81.00,33.40,65.57,36.51,16.37,11.90,64.47,82.02,30.61,67.97,31.35,16.44,11.33,-5.65,-1.02,2.79,-2.40,5.16,-0.08,0.57,47.77,51.66,-3.89,54.77,55.34,-0.57,46.79,48.14,-1.35,47.40,51.51,-4.11,22.53,14.37,8.16,31.31,27.07,4.24,84.91,82.40,2.51,76.485824099,71.966599918,-4.519224182,38.281943993,35.445400725,-2.836543269,72.648440348,77.543655724,4.8952153753,44.3617051,42.117044434,-2.244660666,71.75979524,64.10200645,-7.657788791,35.414668102,37.466016251,2.0513481485,39.861567892,36.575203582,-3.286364309
1012,strong_typical,Typical,64.55,84.62,38.45,70.99,42.85,9.23,16.35,68.36,82.12,29.66,63.66,40.33,8.22,10.77,-3.82,2.50,8.79,7.33,2.52,1.01,5.58,51.12,51.94,-0.81,61.88,61.82,0.05,49.70,48.09,1.60,55.11,54.99,0.12,28.91,15.62,13.29,38.40,39.76,-1.37,79.16,79.19,-0.03,80.575429229,73.993385889,-6.58204334,28.135036698,29.327703921,1.1926672232,59.819427875,63.139516726,3.3200888508,30.156632122,26.229181152,-3.92745097,67.954520098,61.353207606,-6.601312492,17.379822641,15.072673276,-2.307149364,23.382448877,26.359900225,2.977451348
9655,mild_typical,Typical,67.32,82.58,36.92,68.95,39.78,27.04,16.18,66.96,80.75,33.23,61.31,35.16,26.65,17.52,0.36,1.83,3.69,7.64,4.62,0.39,-1.34,46.28,41.82,4.46,53.56,48.92,4.64,37.21,29.93,7.28,47.25,44.09,3.16,21.63,14.06,7.56,24.63,31.18,-6.55,83.75,78.48,5.27,74.897172159,65.818559554,-9.078612605,38.097907408,23.273239994,-14.82466741,69.516470151,60.730598579,-8.785871572,39.032257338,29.840283636,-9.191973702,62.720156172,57.704987445,-5.015168727,33.389949755,37.58629821,4.1963484545,26.951250447,23.013893248,-3.937357199
4815,mild_typical,Typical,63.96,73.67,30.93,56.17,27.81,19.84,15.97,70.26,78.68,33.48,54.90,33.54,19.07,14.54,-6.30,-5.01,-2.56,1.27,-5.73,0.77,1.42,51.47,55.36,-3.90,55.40,57.51,-2.11,43.23,45.35,-2.12,48.67,52.50,-3.83,32.99,33.22,-0.23,9.35,13.50,-4.15,83.51,83.13,0.38,72.617342754,72.85750083,0.2401580751,38.285495151,33.07757565,-5.207919501,67.99677004,63.530790337,-4.465979703,39.423142874,29.126168616,-10.29697426,60.452416958,48.884186631,-11.56823033,22.827075068,25.5652724,2.7381973315,36.295589187,35.20876661,-1.086822577
4124,strong_typical,Typical,69.50,84.63,37.39,70.17,44.66,18.62,18.29,72.37,88.08,38.02,65.38,44.53,21.47,13.08,-2.88,-3.44,-0.63,4.79,0.13,-2.86,5.21,41.19,42.94,-1.75,49.53,49.60,-0.07,40.03,36.49,3.54,44.51,44.58,-0.06,24.67,20.15,4.52,18.43,17.28,1.15,81.04,80.85,0.18,76.430729039,69.617086593,-6.813642446,32.843530741,28.461317286,-4.382213455,63.715735634,59.420503691,-4.295231943,54.348426724,46.438273905,-7.910152819,66.532570177,59.302594848,-7.229975329,15.717342176,11.594182439,-4.123159737,27.946244126,24.058650985,-3.887593141
2675,mild_typical,Typical,52.23,82.00,35.80,59.01,33.40,26.99,7.90,64.65,79.65,30.34,65.41,35.62,24.80,7.52,-12.42,2.35,5.46,-6.40,-2.23,2.19,0.38,40.80,45.80,-5.00,50.04,49.89,0.15,44.43,50.97,-6.54,44.01,51.96,-7.95,22.68,22.11,0.58,11.31,21.34,-10.03,88.87,89.39,-0.52,75.328330359,72.495662737,-2.832667621,25.649246556,23.802946933,-1.846299623,69.092937256,67.730673551,-1.362263706,27.982811615,33.428182021,5.4453704061,68.316465916,60.919448914,-7.397017002,28.820860575,21.779414431,-7.041446144,31.142649248,31.110053149,-0.032596098
3939,mild_typical,Typical,65.19,73.14,25.98,52.81,38.61,11.28,12.89,72.71,68.18,20.29,52.79,33.93,10.46,12.98,-7.52,4.96,5.69,0.02,4.68,0.82,-0.09,50.50,53.49,-2.99,58.17,59.41,-1.24,56.56,49.47,7.09,61.43,67.77,-6.33,29.47,23.90,5.56,24.82,20.99,3.82,88.53,88.07,0.47,75.987813344,80.167731539,4.1799181951,29.194859721,30.858921366,1.6640616447,45.197706836,50.606491195,5.4087843587,33.694469489,31.949367993,-1.745101496,54.087597841,54.414449037,0.3268511959,23.772313988,30.07066609,6.2983521023,29.836797586,31.236981272,1.4001836861
6523,strong_typical,Typical,58.23,69.13,34.63,61.78,30.04,13.50,14.88,67.15,66.26,26.68,58.10,35.42,15.31,15.47,-8.92,2.87,7.95,3.68,-5.39,-1.81,-0.59,47.93,58.88,-10.94,50.52,51.63,-1.11,44.78,53.59,-8.81,57.95,54.96,2.99,21.01,22.47,-1.46,17.15,18.70,-1.55,84.62,85.94,-1.33,71.853685534,62.917937411,-8.935748124,24.836706801,35.433835406,10.597128604,47.122208506,51.545929587,4.423721081,40.252358891,34.414277558,-5.838081334,44.772572342,40.177377505,-4.595194837,25.448613852,23.316371967,-2.132241885,35.234091884,35.284852548,0.0507606637
7543,Atypical,Atypical,47.20,76.17,25.16,69.30,26.29,18.91,13.30,57.23,86.10,29.33,73.39,30.29,20.73,10.90,-10.03,-9.93,-4.18,-4.09,-4.00,-1.82,2.40,37.99,44.03,-6.04,49.66,49.71,-0.05,39.84,37.68,2.16,44.26,49.61,-5.35,16.59,19.27,-2.68,11.84,14.29,-2.45,80.50,83.16,-2.66,73.0451838,76.427684751,3.3825009505,18.575725859,36.01947093,17.443745071,68.004155099,68.026618941,0.0224638421,28.544108128,33.194383484,4.6502753557,58.893107969,61.041812387,2.1487044177,42.159836714,40.383818801,-1.776017913,35.82318872,37.497637748,1.6744490283
8123,strong_typical,Typical,65.81,79.69,30.56,66.91,37.31,12.19,12.76,72.19,78.44,25.39,62.05,38.97,12.51,11.62,-6.37,1.25,5.17,4.87,-1.66,-0.32,1.14,53.07,53.26,-0.19,57.70,56.72,0.98,56.57,50.82,5.75,52.73,51.93,0.80,31.67,25.87,5.80,21.14,22.89,-1.74,81.91,80.80,1.11,70.183030125,75.985544211,5.8025140863,26.943695864,31.634182781,4.6904869175,53.506998858,58.233441902,4.7264430437,27.123040351,31.314575654,4.1915353032,55.039511535,50.880708355,-4.158803179,15.810012784,13.725821746,-2.084191038,26.884989792,28.458616071,1.5736262793
9979,strong_typical,Typical,68.18,85.95,32.00,61.44,29.10,17.84,14.80,73.53,79.72,30.85,58.39,35.12,18.26,12.53,-5.35,6.23,1.15,3.05,-6.02,-0.43,2.27,40.76,47.23,-6.46,50.32,51.26,-0.94,35.95,34.02,1.93,44.37,45.84,-1.47,18.25,21.17,-2.92,7.75,14.90,-7.15,81.83,82.37,-0.54,84.320409143,68.97919269,-15.34121645,37.691317332,32.288434797,-5.402882536,65.250131928,59.382031264,-5.868100664,37.675237635,26.549824129,-11.12541351,64.544536273,57.460447627,-7.084088646,27.861274136,30.217648021,2.3563738852,30.205075594,31.633083784,1.4280081891
7537,strong_typical,Typical,59.74,80.52,34.50,57.59,32.84,12.13,12.43,63.01,78.68,25.20,53.92,33.45,13.71,10.50,-3.26,1.84,9.30,3.67,-0.61,-1.58,1.92,49.64,54.55,-4.91,53.43,57.17,-3.74,58.07,54.34,3.73,61.95,66.03,-4.08,28.39,28.64,-0.25,10.34,13.99,-3.65,87.54,90.33,-2.79,75.525610103,72.785213066,-2.740397038,26.672363104,25.780376933,-0.891986172,51.858493889,58.257196332,6.3987024435,38.137190136,32.814152653,-5.323037483,53.39014946,49.402035626,-3.988113835,22.09405975,24.089002971,1.9949432213,34.313091698,34.668141732,0.3550500337
8893,mild_typical,Typical,66.31,75.08,33.68,63.65,37.57,23.14,18.80,77.00,74.91,35.60,59.07,42.82,21.15,15.43,-10.69,0.17,-1.91,4.58,-5.24,1.99,3.36,55.94,57.08,-1.14,60.76,59.63,1.13,61.21,59.68,1.53,57.37,47.50,9.88,55.42,54.81,0.61,22.89,27.33,-4.44,85.78,86.93,-1.15,72.959128503,73.465822343,0.5066938408,30.309829986,32.625509982,2.3156799961,50.328431074,44.568480026,-5.759951048,31.271237678,27.909892721,-3.361344958,55.521382216,43.86909752,-11.6522847,15.829403533,14.685217858,-1.144185674,29.283492318,31.460520622,2.1770283043
960,mild_typical,Typical,63.28,80.19,35.96,69.07,47.87,16.73,14.56,74.36,82.57,39.95,68.52,48.05,14.64,11.79,-11.09,-2.38,-3.99,0.55,-0.18,2.09,2.77,39.95,45.95,-6.00,48.09,49.77,-1.68,32.06,34.06,-2.00,40.85,45.40,-4.54,28.54,26.53,2.01,19.64,22.96,-3.31,80.60,80.30,0.30,81.285048481,80.313226362,-0.971822119,30.885893811,31.376399553,0.4905057419,66.903159981,63.894701602,-3.008458379,26.067955936,29.448998926,3.3810429897,61.75418242,57.561872148,-4.192310272,25.657014582,26.268497224,0.6114826418,29.395930107,30.869046277,1.4731161705
9468,mild_typical,Typical,58.06,78.57,34.43,62.08,27.95,12.80,13.97,63.75,80.03,29.64,69.11,25.35,10.88,15.49,-5.69,-1.46,4.79,-7.03,2.60,1.92,-1.53,49.17,54.35,-5.19,56.57,58.03,-1.46,42.45,39.20,3.25,48.10,55.29,-7.19,28.64,29.23,-0.59,11.87,13.42,-1.55,79.93,77.47,2.46,77.895524709,82.03323319,4.1377084815,26.547242199,29.570157516,3.0229153171,61.318080656,73.137669563,11.819588907,31.553673093,31.336337208,-0.217335885,56.180364334,51.386991063,-4.793373271,17.329599956,22.084805157,4.7552052014,32.035883221,29.163370899,-2.872512322
1862,mild_typical,Typical,68.79,82.42,36.76,57.35,37.45,12.78,14.06,67.61,76.66,25.89,55.82,37.13,13.99,13.77,1.19,5.76,10.88,1.52,0.31,-1.21,0.29,49.43,51.18,-1.75,54.92,56.39,-1.47,48.90,39.88,9.02,50.71,51.90,-1.18,28.20,25.33,2.88,10.09,8.61,1.48,85.24,84.73,0.52,75.148691036,67.596055126,-7.55263591,28.965141727,22.60034309,-6.364798637,47.429206724,56.081377436,8.6521707118,41.133576941,32.761351025,-8.372225915,55.990397304,49.208519161,-6.781878144,18.293318927,20.495140067,2.2018211394,27.331400297,26.977381431,-0.354018866
5121,strong_typical,Typical,62.38,67.27,41.24,46.55,34.94,19.38,16.15,69.96,67.78,36.92,49.40,40.82,21.25,14.25,-7.58,-0.51,4.33,-2.85,-5.88,-1.86,1.90,47.55,48.82,-1.27,45.79,44.45,1.34,53.75,52.22,1.53,50.50,50.46,0.04,19.31,17.08,2.23,23.21,22.97,0.24,76.47,79.90,-3.43,72.423376728,74.525383954,2.1020072266,33.371217429,34.3052765,0.9340590716,67.835983665,70.878420699,3.0424370347,35.678864947,35.36265842,-0.316206527,46.917692483,42.546764651,-4.370927832,25.953583548,19.160049765,-6.793533783,28.988652428,28.154788973,-0.833863455
9269,mild_typical,Typical,53.01,74.25,36.97,67.07,30.96,17.14,16.51,57.82,74.02,27.61,57.11,27.08,15.55,17.58,-4.81,0.23,9.36,9.97,3.88,1.59,-1.08,45.33,50.32,-4.98,54.26,55.77,-1.51,45.57,46.32,-0.76,51.73,52.75,-1.02,27.24,23.88,3.36,12.98,17.23,-4.25,82.18,80.72,1.46,66.685934306,70.96903639,4.2831020842,29.286999815,24.657118597,-4.629881218,56.846053472,53.662433571,-3.183619901,35.668889671,29.28449493,-6.384394741,54.646942138,53.995443114,-0.651499024,25.006413956,27.192623764,2.1862098079,29.824761814,30.865115772,1.0403539584
1901,mild_typical,Typical,69.08,74.19,25.56,67.70,27.30,11.12,16.97,72.79,74.94,23.70,60.80,24.59,12.23,14.18,-3.72,-0.75,1.86,6.90,2.71,-1.11,2.80,46.43,50.07,-3.64,53.42,49.88,3.54,39.61,26.91,12.70,48.00,44.00,4.00,24.44,21.92,2.52,5.90,7.57,-1.67,81.61,83.72,-2.12,76.161474749,81.797220399,5.6357456497,39.603585469,42.497195587,2.8936101181,64.834022432,66.48906586,1.6550434281,33.402725917,33.530079254,0.1273533373,67.730573658,65.329721532,-2.400852127,37.104062856,32.134975877,-4.969086979,39.212807041,39.907095677,0.6942886355
764,strong_typical,Typical,53.80,78.94,39.58,71.55,29.89,12.09,19.97,63.54,83.34,29.70,73.92,24.54,11.74,14.93,-9.74,-4.40,9.88,-2.37,5.35,0.35,5.04,53.16,57.14,-3.97,55.84,58.34,-2.50,44.84,41.35,3.48,51.37,55.06,-3.69,26.39,22.72,3.67,13.54,21.14,-7.60,80.06,78.58,1.48,80.547380014,82.488262652,1.9408826376,28.733126579,32.02368299,3.290556411,68.505242444,69.467454346,0.9622119021,29.890941754,26.583622579,-3.307319175,55.033042295,51.207117444,-3.825924851,38.846534557,39.569219741,0.7226851834,36.941870434,39.814695954,2.87282552
210,strong_typical,Typical,66.55,74.34,28.01,65.16,24.41,10.70,12.13,57.25,62.55,22.50,44.57,26.58,12.32,9.92,9.30,11.80,5.51,20.59,-2.17,-1.62,2.21,58.51,58.90,-0.39,57.27,57.03,0.24,56.97,49.84,7.14,54.21,48.24,5.97,30.32,29.98,0.35,18.70,14.58,4.11,87.89,89.02,-1.13,67.832170049,56.546201001,-11.28596905,40.431380922,29.107922134,-11.32345879,59.312892288,61.159396257,1.8465039687,32.378206488,24.064200806,-8.314005682,58.070795397,45.150196637,-12.92059876,16.806183043,15.709631671,-1.096551372,33.074731273,34.740971517,1.6662402433
8619,mild_typical,Typical,57.48,69.21,28.91,53.75,33.23,19.97,13.90,72.65,76.50,26.92,60.13,31.00,20.65,13.84,-15.17,-7.28,1.99,-6.38,2.23,-0.68,0.07,42.92,49.83,-6.92,47.31,49.46,-2.14,43.42,36.88,6.53,38.79,42.21,-3.42,21.55,18.30,3.24,9.26,6.94,2.32,80.25,79.13,1.12,72.359567085,73.107354687,0.7477876019,34.633682705,35.857110447,1.2234277428,68.717709491,58.833405673,-9.884303818,31.462539521,34.31173325,2.849193729,63.004373569,62.083386544,-0.920987025,17.421033523,18.957160767,1.5361272441,31.55505795,33.182947487,1.6278895375
4693,strong_typical,Typical,52.52,75.99,32.27,61.47,19.87,6.84,10.48,58.99,78.46,28.93,57.84,22.64,7.17,8.32,-6.47,-2.47,3.34,3.63,-2.77,-0.33,2.16,57.49,59.20,-1.71,55.77,59.07,-3.30,64.14,66.59,-2.45,51.23,57.85,-6.62,20.67,22.43,-1.76,8.07,6.82,1.25,85.08,84.51,0.56,76.340679993,82.348968463,6.0082884701,27.979929219,31.683924993,3.703995774,66.777250041,63.211108123,-3.566141918,46.623809279,36.42170762,-10.20210166,51.67516481,45.98554984,-5.68961497,23.898505458,25.201020985,1.3025155267,43.162376263,44.122504922,0.9601286586
4662,strong_typical,Typical,57.37,78.78,27.41,63.96,21.79,17.73,12.57,55.96,73.50,21.76,62.91,19.04,16.21,10.01,1.41,5.27,5.65,1.05,2.75,1.52,2.56,53.23,53.56,-0.33,57.01,55.31,1.71,51.89,45.56,6.34,51.39,55.89,-4.50,19.00,15.66,3.34,15.44,18.99,-3.55,85.84,87.65,-1.81,82.559201785,73.792407051,-8.766794734,32.1109278,29.911753894,-2.199173906,75.410973588,72.664775909,-2.746197678,41.496756085,31.781658352,-9.715097733,64.022497922,61.976343309,-2.046154613,43.332368677,39.968259346,-3.364109331,44.998023854,42.028446174,-2.969577679
8998,strong_typical,Typical,53.41,77.95,32.29,66.60,35.93,19.08,18.85,67.22,81.66,27.44,66.96,26.44,17.52,16.66,-13.81,-3.71,4.85,-0.36,9.48,1.56,2.19,50.61,53.39,-2.78,51.42,53.55,-2.14,49.08,42.74,6.35,46.81,48.01,-1.21,29.09,27.03,2.06,10.61,12.77,-2.17,81.73,80.80,0.92,69.00398793,87.502953832,18.498965902,26.567813147,35.684077288,9.1162641416,67.684245616,72.132531977,4.4482863616,28.956811245,33.361131448,4.4043202027,64.007925588,64.324868768,0.3169431801,25.198303673,24.322563633,-0.87574004,36.425533902,40.703721766,4.2781878638
7321,strong_typical,Typical,60.67,86.31,31.34,76.55,31.27,24.54,22.53,55.23,82.60,22.69,70.26,17.39,15.99,15.01,5.44,3.71,8.65,6.29,13.88,8.55,7.52,49.33,48.39,0.94,58.65,57.82,0.83,42.55,37.56,5.00,53.26,53.76,-0.50,25.47,14.68,10.79,26.51,24.61,1.91,80.82,76.47,4.35,76.697122156,71.96883929,-4.728282866,29.536657586,24.088115335,-5.448542251,74.18363014,68.015344424,-6.168285716,35.832174171,26.793950999,-9.038223172,63.895743302,58.19069563,-5.705047672,46.688161581,49.380261173,2.6920995919,43.62591548,38.881417427,-4.744498053
3430,mild_typical,Typical,54.35,79.92,31.33,58.84,26.80,14.31,15.98,56.38,71.53,22.19,55.85,19.13,14.11,14.04,-2.03,8.39,9.15,2.99,7.67,0.20,1.94,49.09,52.04,-2.95,54.22,52.48,1.75,38.85,29.70,9.15,46.51,43.19,3.32,21.37,17.53,3.84,9.14,9.36,-0.22,86.14,84.88,1.26,71.223204758,73.541163479,2.3179587208,28.818602444,28.703910834,-0.11469161,72.69516722,69.70798225,-2.98718497,39.749215403,41.603866771,1.8546513672,57.065897051,57.966136381,0.9002393302,32.00755188,32.831050403,0.8234985232,35.189525059,35.236725225,0.0472001655
583,mild_typical,Typical,53.99,73.83,38.80,66.12,21.93,17.83,17.95,63.78,75.65,31.88,65.04,19.35,13.39,15.24,-9.78,-1.82,6.92,1.08,2.58,4.44,2.71,55.72,56.07,-0.35,56.56,57.41,-0.85,52.29,47.39,4.91,54.77,55.47,-0.70,23.16,17.75,5.41,20.01,16.82,3.19,79.05,82.18,-3.13,71.541520705,81.509712957,9.9681922521,30.758443889,29.558169042,-1.200274847,71.410748484,72.864446619,1.4536981347,30.898879714,31.775970316,0.8770906022,54.81674105,54.476574785,-0.340166265,25.541370191,23.032112089,-2.509258102,34.395861895,36.181914205,1.7860523095
8528,mild_typical,Typical,52.94,77.65,37.00,71.83,25.86,18.86,21.82,64.72,81.78,35.31,72.29,22.97,17.23,18.45,-11.78,-4.14,1.69,-0.46,2.88,1.63,3.37,50.26,52.47,-2.22,53.63,54.18,-0.55,42.34,43.85,-1.51,50.63,52.70,-2.07,19.68,22.03,-2.35,16.35,16.58,-0.22,78.27,76.63,1.64,67.966701118,74.482630466,6.5159293479,21.321948839,31.077321456,9.7553726175,70.894572262,69.689273535,-1.205298727,31.311969823,29.932333849,-1.379635973,47.258184333,46.290224472,-0.967959861,38.839960652,39.126273929,0.2863132769,36.116347299,37.094197169,0.9778498695
692,strong_typical,Typical,61.75,81.31,35.65,62.23,42.02,25.94,17.01,70.94,80.66,33.30,57.09,42.08,24.24,12.52,-9.19,0.64,2.36,5.14,-0.06,1.71,4.49,36.94,42.21,-5.27,47.35,47.10,0.26,44.06,40.20,3.86,42.19,40.79,1.40,20.07,17.12,2.95,12.34,13.22,-0.88,80.29,81.88,-1.59,76.685302955,69.20693345,-7.478369505,46.879641881,30.525531129,-16.35411075,67.370309063,62.756478208,-4.613830855,39.457642369,27.965549259,-11.49209311,75.053443779,67.578014259,-7.47542952,28.783911182,32.825051814,4.0411406319,35.552611219,33.766757406,-1.785853814
5489,strong_typical,Typical,57.87,79.65,23.22,65.85,34.33,8.83,13.20,62.62,76.11,22.99,72.18,22.86,8.48,11.69,-4.75,3.53,0.23,-6.33,11.47,0.34,1.51,52.36,56.69,-4.32,58.19,56.36,1.84,38.14,38.17,-0.03,55.71,54.45,1.26,26.24,20.33,5.91,16.56,17.27,-0.70,84.41,84.67,-0.26,80.988866961,66.323098527,-14.66576843,31.627305002,27.572398985,-4.054906018,64.833650889,56.222589985,-8.611060904,26.756559602,26.788123649,0.031564047,57.4061579,48.374142851,-9.032015049,35.909001846,35.731756365,-0.177245481,35.744733762,35.143792114,-0.600941648
1244,Atypical,Atypical,60.38,79.04,33.08,64.19,35.74,29.87,15.50,81.31,83.87,50.18,59.87,39.93,27.03,20.60,-20.93,-4.82,-17.10,4.32,-4.19,2.84,-5.09,43.41,51.50,-8.09,47.97,53.18,-5.21,44.90,46.50,-1.60,41.75,44.62,-2.87,19.07,25.25,-6.18,19.17,12.16,7.01,82.53,79.51,3.02,66.841384353,78.679202037,11.837817684,30.518285087,32.597597116,2.0793120289,70.26363399,58.139245071,-12.12438892,34.726811589,34.620457633,-0.106353956,55.855172397,53.331860363,-2.523312034,28.87979092,26.538102961,-2.341687959,30.792571972,27.944005787,-2.848566186
6821,mild_typical,Typical,61.75,74.59,26.90,63.07,33.35,20.20,12.38,69.68,77.60,28.03,51.64,37.49,21.42,13.18,-7.94,-3.01,-1.13,11.43,-4.14,-1.22,-0.80,41.57,45.52,-3.95,50.82,49.95,0.87,48.23,44.81,3.43,44.51,43.54,0.97,26.96,26.42,0.54,17.26,14.27,2.99,85.06,85.25,-0.18,76.098378593,72.892760982,-3.20561761,36.994270941,36.53839784,-0.4558731,62.285963955,57.179190825,-5.106773129,32.092464133,26.225319886,-5.867144247,73.720123554,63.564076879,-10.15604668,19.495274948,20.193674867,0.6983999186,33.3350239,34.103735819,0.7687119188
6880,Atypical,Atypical,53.60,77.98,29.50,68.35,32.34,14.82,13.62,59.83,80.40,25.01,65.70,33.87,14.89,13.85,-6.23,-2.42,4.49,2.65,-1.54,-0.07,-0.23,47.58,48.76,-1.18,51.60,52.12,-0.52,42.19,42.44,-0.25,51.08,48.44,2.64,22.98,21.83,1.15,18.19,24.44,-6.25,79.63,78.63,1.00,69.057203734,83.46914842,14.411944686,21.235458485,31.245187046,10.009728561,61.20427564,65.494634743,4.290359103,27.953481514,30.80980091,2.8563193961,63.891486379,59.99364823,-3.89783815,31.378475889,32.064212715,0.6857368254,32.749010224,33.204325457,0.4553152334
5197,mild_typical,Typical,50.86,78.33,37.04,62.73,27.71,20.82,16.82,60.68,80.84,25.85,68.22,25.89,19.61,13.32,-9.83,-2.51,11.19,-5.49,1.82,1.21,3.50,42.48,48.61,-6.12,53.25,54.77,-1.52,47.67,48.86,-1.20,45.19,51.29,-6.10,18.11,17.64,0.46,22.28,23.67,-1.39,78.07,82.22,-4.15,69.162880915,80.141728769,10.978847854,25.50602964,31.457740586,5.9517109465,68.981052026,64.701429815,-4.279622211,33.920014491,43.51542858,9.5954140891,75.269201644,73.298090691,-1.971110953,22.556279384,28.332696175,5.7764167907,33.558470404,38.472771628,4.9143012243
2400,mild_typical,Typical,60.26,82.79,42.57,59.27,27.39,19.12,10.53,68.08,75.89,34.41,42.82,29.72,18.19,8.69,-7.82,6.90,8.15,16.45,-2.34,0.92,1.84,43.41,49.22,-5.80,48.47,47.38,1.09,35.08,34.51,0.57,38.12,32.80,5.32,17.45,22.49,-5.04,5.81,8.69,-2.88,78.57,77.47,1.10,70.31472074,77.130625634,6.815904894,29.506648175,30.787151703,1.2805035279,62.525327631,57.988719434,-4.536608197,30.423891504,29.153064624,-1.270826879,62.976366701,59.094003396,-3.882363305,16.527025756,18.40237074,1.8753449841,31.44333474,31.227227805,-0.216106936
7613,strong_typical,Typical,62.86,80.92,32.66,73.51,33.64,18.42,16.93,64.76,77.90,27.20,55.51,27.48,17.90,13.32,-1.90,3.01,5.46,18.00,6.16,0.52,3.61,47.71,47.35,0.36,51.99,51.93,0.06,44.33,31.21,13.12,50.93,46.33,4.60,24.15,21.20,2.94,11.72,16.18,-4.46,81.88,82.27,-0.39,84.428898023,79.156461663,-5.27243636,35.313515613,30.270378431,-5.043137183,64.38466016,64.697504866,0.3128447059,46.314588628,32.500596096,-13.81399253,67.830445967,65.747663276,-2.082782691,35.02658932,35.473780957,0.4471916365,38.384571203,36.676615909,-1.707955293
1413,Atypical,Atypical,60.62,77.84,33.97,74.82,34.61,14.64,13.56,70.09,80.54,29.93,58.20,33.27,15.40,12.14,-9.47,-2.70,4.04,16.62,1.33,-0.76,1.41,48.34,51.40,-3.05,52.69,55.30,-2.61,47.38,51.79,-4.41,47.89,45.44,2.45,27.36,26.49,0.87,9.52,14.04,-4.52,84.12,84.26,-0.14,77.343904438,82.929908714,5.5860042757,30.709124412,39.936381495,9.2272570822,57.103828868,60.980897315,3.8770684476,35.38089233,27.048071914,-8.332820416,50.095080568,53.288197302,3.1931167348,32.804910638,31.296784786,-1.508125851,39.14540521,38.76545269,-0.37995252
