Participant,Cluster - MMHC (category),Cluster - MMHC binaire (category),Cont - L - Std,Default - L - Std,DorsAttn - L - Std,Limbic - L - Std,SalVentAttn - L - Std,SomMot - L - Std,Vis - L - Std,Cont - R - Std,Default - R - Std,DorsAttn - R - Std,Limbic - R - Std,SalVentAttn - R - Std,SomMot - R - Std,Vis - R - Std,Cont - Asym - Std,Default - Asym - Std,DorsAttn - Asym - Std,Limbic - Asym - Std,SalVentAttn - Asym - Std,SomMot - Asym - Std,Vis - Asym - Std,Cont - G2 - Std - L,Cont - G2 - Std - R,Cont - G2 - Std - Asym,Default - G2 - Std - L,Default - G2 - Std - R,Default - G2 - Std - Asym,DorsAttn - G2 - Std - L,DorsAttn - G2 - Std - R,DorsAttn - G2 - Std - Asym,Limbic - G2 - Std - L,Limbic - G2 - Std - R,Limbic - G2 - Std - Asym,SalVentAttn - G2 - Std - L,SalVentAttn - G2 - Std - R,SalVentAttn - G2 - Std - Asym,SomMot - G2 - Std - L,SomMot - G2 - Std - R,SomMot - G2 - Std - Asym,Vis - G2 - Std - L,Vis - G2 - Std - R,Vis - G2 - Std - Asym,Cont - G3 - R - Std,Cont - G3 - L - Std,Cont - G3 - asym - Std,Default - G3 - R - Std,Default - G3 - L - Std,Default - G3 - asym - Std,DorsAttn - G3 - R - Std,DorsAttn - G3 - L - Std,DorsAttn - G3 - asym - Std,Limbic - G3 - R - Std,Limbic - G3 - L - Std,Limbic - G3 - asym - Std,SalVentAttn - G3 - R - Std,SalVentAttn - G3 - L - Std,SalVentAttn - G3 - asym - Std,SomMot - G3 - R - Std,SomMot - G3 - L - Std,SomMot - G3 - asym - Std,Vis - G3 - R - Std,Vis - G3 - L - Std,Vis - G3 - asym - Std
8758,mild_typical,Typical,52.73,74.02,36.03,65.10,18.27,11.11,19.47,63.25,78.67,33.78,69.82,17.70,13.11,20.02,-10.52,-4.64,2.25,-4.72,0.57,-2.00,-0.55,55.94,56.15,-0.22,55.98,54.33,1.65,44.72,43.29,1.42,51.05,52.17,-1.12,21.00,21.26,-0.26,17.51,18.15,-0.64,71.46,73.06,-1.61,71.538078291,80.754457914,9.2163796225,22.353334477,29.386047065,7.0327125876,67.768657854,66.628609161,-1.140048693,30.819798882,29.298660226,-1.521138656,50.878566812,45.652310248,-5.226256564,35.717408248,32.683253095,-3.034155153,36.170373311,36.170230315,-0.000142996
6234,strong_typical,Typical,66.77,81.72,31.76,75.56,50.28,35.59,16.09,63.84,71.73,29.18,62.09,36.38,24.01,13.31,2.93,9.99,2.58,13.47,13.90,11.58,2.79,28.29,42.21,-13.92,40.93,47.83,-6.90,30.88,35.12,-4.24,31.58,50.46,-18.88,18.50,41.26,-22.76,5.89,40.89,-35.01,78.54,80.04,-1.51,74.054011093,56.385053923,-17.66895717,34.980601726,21.782771467,-13.19783026,57.645016235,50.889958709,-6.755057526,30.07037389,23.554689585,-6.515684305,60.582941457,53.651890505,-6.931050952,30.243428022,35.235181603,4.9917535808,25.849894156,23.991190223,-1.858703934
889,strong_typical,Typical,65.67,80.51,42.92,75.76,24.59,4.73,14.59,71.24,81.68,33.70,67.37,21.43,5.45,16.74,-5.57,-1.17,9.22,8.39,3.17,-0.72,-2.15,55.86,56.90,-1.05,55.23,56.70,-1.48,47.53,46.32,1.21,52.71,51.88,0.82,21.52,20.71,0.82,5.22,5.85,-0.63,83.61,81.01,2.60,85.907252196,82.936056185,-2.971196011,40.426633898,38.897094944,-1.529538953,60.179015369,55.770175094,-4.408840274,37.18349589,35.084147108,-2.099348782,55.824580272,49.499657613,-6.324922658,35.54352807,35.844083144,0.3005550737,43.342456781,40.235493622,-3.106963159
7735,mild_typical,Typical,57.35,80.69,47.56,66.62,26.69,17.11,23.77,62.47,79.82,37.76,61.11,21.03,16.01,18.25,-5.12,0.87,9.79,5.51,5.66,1.10,5.52,50.02,56.68,-6.66,57.75,60.88,-3.13,43.02,48.58,-5.56,46.46,53.60,-7.13,19.36,26.47,-7.11,11.95,14.86,-2.92,77.52,78.52,-1.00,75.750508186,84.393804734,8.6432965484,30.393692603,31.16466489,0.7709722869,73.866595753,71.685853158,-2.180742595,29.522655312,30.028743595,0.5060882835,61.541070199,55.623636096,-5.917434103,28.495162288,28.630855426,0.1356931383,35.061334653,32.721291478,-2.340043175
4547,strong_typical,Typical,65.53,83.51,40.84,69.40,37.91,24.53,17.84,70.63,85.84,37.21,75.00,29.48,21.26,17.92,-5.09,-2.33,3.62,-5.60,8.43,3.27,-0.07,53.34,56.26,-2.92,52.24,54.58,-2.34,49.50,44.27,5.23,45.39,50.12,-4.73,35.21,31.83,3.38,15.58,13.96,1.63,82.91,83.83,-0.92,85.480771071,76.124617227,-9.356153844,37.407017854,37.849692147,0.4426742927,61.689435568,61.168066308,-0.52136926,27.270932484,37.075847649,9.8049151656,62.976686336,57.323862128,-5.652824208,34.999104478,38.88374275,3.8846382717,47.102669503,45.253586852,-1.849082651
7170,mild_typical,Typical,62.59,82.03,37.01,56.53,35.63,21.14,13.90,72.85,78.09,28.87,71.46,35.54,17.26,9.70,-10.26,3.94,8.14,-14.93,0.09,3.88,4.20,42.29,47.83,-5.55,49.76,53.37,-3.61,39.54,45.47,-5.94,41.59,46.43,-4.83,32.93,31.92,1.01,14.77,23.13,-8.36,82.36,80.18,2.18,60.508284508,71.941551328,11.43326682,21.58521342,28.948359454,7.3631460339,49.153464707,60.470285503,11.316820797,35.298950331,31.49426897,-3.804681361,55.332619011,54.755168853,-0.577450158,10.956311058,13.032505923,2.0761948645,19.224284103,24.010508149,4.7862240458
1313,strong_typical,Typical,54.73,82.67,29.48,70.59,27.21,14.72,14.47,61.87,79.30,18.31,70.41,27.76,10.91,12.33,-7.14,3.36,11.17,0.18,-0.55,3.81,2.14,49.85,50.56,-0.70,58.61,57.22,1.39,45.41,45.08,0.33,55.89,58.57,-2.68,23.69,20.88,2.80,22.12,25.53,-3.41,80.20,83.61,-3.41,72.493863699,79.570485128,7.0766214292,34.556395611,29.919339501,-4.637056109,73.380505444,74.970975879,1.5904704347,34.161780418,33.156617697,-1.005162721,66.166996976,61.761291527,-4.405705449,39.032880271,36.300039241,-2.73284103,37.471398384,39.204102404,1.7327040198
1953,strong_typical,Typical,56.43,85.61,24.84,61.53,30.12,14.53,13.32,58.30,78.07,15.18,61.81,24.18,15.14,14.10,-1.87,7.54,9.66,-0.29,5.93,-0.60,-0.78,53.94,56.85,-2.91,57.25,58.38,-1.12,52.38,59.07,-6.69,51.14,53.03,-1.89,38.62,40.65,-2.03,5.91,10.40,-4.49,81.28,79.68,1.61,78.442660801,72.076785342,-6.365875459,31.412981155,25.991582225,-5.42139893,73.815822741,66.475138183,-7.340684558,35.768362741,35.355363611,-0.41299913,71.991395556,72.271342765,0.2799472095,23.06771075,17.740811712,-5.326899037,49.543426853,48.799843684,-0.743583169
9477,strong_typical,Typical,64.96,80.02,37.69,74.37,29.01,27.31,16.18,74.84,79.84,33.40,72.17,27.61,26.88,15.90,-9.87,0.18,4.29,2.20,1.40,0.43,0.28,40.20,46.23,-6.03,44.26,46.48,-2.22,32.36,25.29,7.06,41.15,42.23,-1.07,9.64,7.64,2.00,13.17,13.16,0.01,78.92,78.34,0.58,79.344182124,62.67464621,-16.66953591,35.067320377,24.705234143,-10.36208623,66.565091069,59.576468208,-6.988622861,40.081712151,22.809975439,-17.27173671,58.098050443,53.967855058,-4.130195385,39.105716614,36.553398238,-2.552318376,26.705968608,25.314779271,-1.391189338
9393,strong_typical,Typical,66.21,78.92,25.90,61.43,42.18,21.39,12.25,75.01,79.19,21.51,46.36,40.53,21.72,11.56,-8.80,-0.27,4.40,15.07,1.65,-0.33,0.69,41.48,47.86,-6.38,47.54,50.22,-2.68,42.33,36.47,5.87,45.48,44.35,1.12,30.22,27.68,2.55,14.04,13.43,0.61,80.06,78.97,1.10,69.710176953,62.292400462,-7.417776491,33.936188207,28.022892209,-5.913295998,65.82044119,63.121018675,-2.699422515,38.496582,34.454087821,-4.042494179,60.351779872,51.295345102,-9.05643477,20.415330758,23.99040562,3.5750748624,29.153338889,27.072320125,-2.081018764
5284,strong_typical,Typical,58.05,76.29,34.71,61.15,23.54,11.17,17.74,63.85,78.37,27.74,60.35,26.54,14.42,15.54,-5.80,-2.08,6.97,0.80,-3.01,-3.25,2.20,53.04,60.61,-7.57,56.16,60.90,-4.74,55.22,53.05,2.17,55.21,56.67,-1.46,27.71,26.13,1.58,13.58,15.20,-1.62,82.21,83.31,-1.10,69.856675766,69.408841771,-0.447833995,26.529680054,25.621019635,-0.908660419,60.809827212,64.053802897,3.2439756852,34.822489203,35.631936037,0.8094468342,47.337281526,46.028454638,-1.308826888,21.396836258,22.095213681,0.6983774228,35.373356025,37.041148508,1.667792483
6120,mild_typical,Typical,62.84,82.98,28.46,70.42,34.93,20.07,13.97,70.50,83.65,30.04,69.14,35.35,18.26,12.66,-7.66,-0.67,-1.57,1.28,-0.42,1.81,1.31,33.73,41.69,-7.96,47.23,48.47,-1.24,41.50,39.33,2.17,40.23,41.43,-1.20,14.48,15.76,-1.27,17.48,18.96,-1.47,80.48,77.10,3.38,62.016829454,71.165759271,9.1489298174,20.715899877,27.413431155,6.6975312787,65.368027738,56.512567294,-8.855460444,27.499866572,34.940020151,7.440153579,65.579243222,62.027976681,-3.551266541,12.963544342,15.682825603,2.7192812606,24.372673082,26.125893733,1.753220651
9979,strong_typical,Typical,55.54,81.31,31.82,69.86,27.33,24.54,15.51,57.93,77.70,26.25,70.78,22.24,22.71,10.39,-2.39,3.61,5.57,-0.92,5.09,1.84,5.11,46.55,48.96,-2.42,53.59,51.06,2.52,39.83,44.23,-4.40,48.84,48.88,-0.04,16.30,16.79,-0.49,16.88,21.01,-4.13,83.34,88.07,-4.74,74.050478484,74.258643649,0.2081651658,27.395931645,29.653024958,2.257093313,73.273396416,80.569952686,7.2965562699,28.261316362,26.329301258,-1.932015104,62.060769127,59.436454203,-2.624314924,34.939619238,39.609532684,4.6699134467,35.367879454,35.998876419,0.6309969644
6978,strong_typical,Typical,57.08,74.50,35.60,53.53,34.18,22.51,8.99,68.16,71.21,26.72,55.10,37.51,25.50,11.48,-11.08,3.29,8.87,-1.57,-3.33,-2.99,-2.50,44.40,46.95,-2.55,50.93,51.30,-0.37,50.89,51.89,-0.99,44.77,45.98,-1.21,20.85,24.07,-3.22,14.98,14.40,0.59,87.39,87.77,-0.39,75.127613369,66.903688727,-8.223924642,33.65210933,34.819358027,1.1672486978,57.317389346,62.155280309,4.8378909628,25.640518348,30.457447058,4.81692871,63.605459645,55.618044111,-7.987415534,26.06417798,34.313593177,8.2494151969,36.628269063,36.001593003,-0.62667606
2700,mild_typical,Typical,67.30,80.13,43.84,69.44,42.72,18.91,20.34,76.80,81.58,42.00,68.64,40.84,17.30,19.44,-9.50,-1.45,1.84,0.81,1.89,1.61,0.90,47.85,49.20,-1.34,51.13,50.61,0.52,39.56,42.47,-2.91,47.98,44.97,3.00,33.40,29.78,3.62,10.60,10.99,-0.38,81.80,79.20,2.61,77.576397159,76.327730527,-1.248666632,33.341209655,34.133117772,0.7919081166,67.596497289,77.191409139,9.5949118503,36.754981451,35.259659298,-1.495322153,62.58971053,58.229956169,-4.359754361,14.133172557,18.234146278,4.100973721,28.337607572,31.522825033,3.185217461
5390,mild_typical,Typical,68.08,81.83,38.82,64.67,39.49,13.89,9.57,77.95,86.15,32.37,65.34,34.93,15.91,9.37,-9.88,-4.32,6.44,-0.68,4.56,-2.02,0.20,44.51,50.91,-6.40,48.06,50.23,-2.17,36.94,37.85,-0.91,45.61,47.37,-1.76,23.39,23.12,0.27,20.45,16.67,3.79,87.06,84.49,2.57,79.527471331,83.065055928,3.5375845976,29.102612139,34.374417553,5.2718054142,52.326981672,62.397807149,10.070825476,31.866019385,32.520844291,0.6548249065,54.703410961,59.158564233,4.4551532718,25.608819085,24.998662402,-0.610156683,28.402892142,31.075876218,2.6729840761
9911,strong_typical,Typical,62.45,78.37,35.96,54.42,35.06,11.11,15.42,71.90,81.67,22.12,59.66,33.17,11.39,10.32,-9.45,-3.31,13.83,-5.25,1.88,-0.29,5.10,56.00,56.73,-0.73,55.72,58.79,-3.07,58.34,54.97,3.37,49.15,57.96,-8.81,27.19,24.60,2.59,18.92,18.16,0.75,82.84,82.46,0.38,66.075699089,70.57613902,4.500439931,25.937785055,32.536013951,6.5982288966,51.247767721,51.764340696,0.5165729744,34.365065736,29.54801645,-4.817049286,58.159404503,57.918994121,-0.240410382,12.22701259,15.586939611,3.359927021,28.968217701,35.984512366,7.0162946648
6422,mild_typical,Typical,55.38,82.32,27.20,74.26,34.97,16.71,15.57,74.42,87.05,38.22,81.60,32.52,18.53,17.07,-19.05,-4.73,-11.03,-7.34,2.45,-1.82,-1.49,38.61,52.37,-13.76,53.32,56.76,-3.44,36.60,40.43,-3.83,47.96,55.38,-7.42,17.82,18.98,-1.15,17.19,18.98,-1.79,86.90,85.52,1.38,69.861320582,83.734331607,13.873011026,28.999540165,31.632492821,2.6329526556,67.166310124,64.462285238,-2.704024886,32.384179795,33.307097878,0.9229180829,69.243922092,69.65192243,0.4080003374,25.107920203,27.126117838,2.018197635,34.777464452,33.788830068,-0.988634385
319,strong_typical,Typical,77.51,76.62,40.66,48.77,39.27,12.58,15.98,81.59,69.52,30.24,46.53,43.00,14.12,11.83,-4.08,7.10,10.42,2.24,-3.72,-1.54,4.15,51.00,53.11,-2.11,50.76,53.64,-2.88,48.44,46.24,2.21,50.52,47.98,2.54,18.76,20.25,-1.49,20.34,22.17,-1.83,80.08,80.75,-0.67,86.556256887,81.295000045,-5.261256842,43.114431528,44.183245373,1.0688138451,58.065985679,61.636140045,3.5701543666,47.142911663,35.140315456,-12.00259621,64.142861046,58.468139166,-5.67472188,21.909223796,22.39100287,0.4817790736,29.677034166,34.132206816,4.4551726501
451,strong_typical,Typical,67.34,82.37,25.60,67.48,23.12,7.29,17.59,69.10,73.94,17.78,54.30,25.61,7.41,13.62,-1.76,8.43,7.82,13.19,-2.49,-0.12,3.97,55.36,56.54,-1.19,56.21,55.22,0.99,45.50,39.60,5.90,54.59,55.35,-0.77,21.20,24.35,-3.15,4.65,4.75,-0.09,84.22,84.63,-0.41,75.971557089,57.989273177,-17.98228391,36.930148652,20.785169568,-16.14497908,52.181645381,53.879782158,1.6981367772,42.882821076,35.387529297,-7.495291779,50.219753079,37.676955008,-12.54279807,20.691915228,20.81613591,0.124220682,33.620334637,32.701314036,-0.919020601
5370,strong_typical,Typical,61.24,82.56,37.50,70.42,33.71,22.78,16.31,60.56,74.30,27.20,65.99,30.66,21.40,12.63,0.68,8.26,10.30,4.43,3.05,1.37,3.68,49.56,48.48,1.08,55.11,53.94,1.17,39.48,40.03,-0.55,56.03,56.28,-0.25,20.70,18.88,1.83,17.61,25.59,-7.98,83.45,87.89,-4.44,76.912359936,70.878035072,-6.034324864,34.0223296,24.319969002,-9.702360598,63.545683526,59.518362994,-4.027320533,39.637164717,21.44336403,-18.19380069,58.67015195,55.81475329,-2.85539866,35.947364597,39.639613596,3.6922489983,30.344960447,33.392373599,3.0474131529
9332,mild_typical,Typical,54.02,78.10,20.55,67.07,28.04,15.87,11.32,60.12,79.18,20.19,53.00,27.44,16.17,10.65,-6.10,-1.08,0.36,14.07,0.60,-0.30,0.67,48.07,47.66,0.41,50.56,50.28,0.29,42.85,43.18,-0.33,45.82,43.83,1.99,19.74,20.63,-0.89,9.14,8.92,0.22,84.63,83.23,1.40,72.410067011,74.37017004,1.9601030286,27.080858336,27.75270027,0.6718419337,72.218837034,72.875625198,0.6567881642,33.606237101,27.397947436,-6.208289665,57.415357561,48.455371102,-8.959986458,31.795662706,32.821693665,1.0260309596,36.397277235,35.820901774,-0.57637546
8698,mild_typical,Typical,65.83,68.14,36.43,62.66,34.71,13.65,20.43,62.49,64.47,28.38,52.23,29.35,16.15,19.83,3.34,3.67,8.06,10.43,5.36,-2.50,0.60,53.42,56.87,-3.45,51.00,51.15,-0.15,51.17,47.25,3.92,48.55,49.73,-1.19,26.67,22.82,3.84,16.11,12.44,3.67,78.44,77.14,1.30,69.63096322,62.810412291,-6.82055093,23.195650235,22.258009761,-0.937640474,51.868774556,62.025304399,10.156529843,36.099862501,26.598400077,-9.501462425,36.947931527,38.899295122,1.9513635951,14.639067633,19.730876725,5.0918090914,29.041076726,29.775574331,0.7344976049
2996,strong_typical,Typical,60.22,81.45,23.90,77.54,34.72,16.97,18.93,68.40,82.27,27.06,73.89,31.55,17.47,16.78,-8.18,-0.82,-3.16,3.65,3.17,-0.50,2.15,48.71,50.19,-1.48,53.54,53.42,0.13,50.20,39.43,10.77,50.17,51.45,-1.28,31.71,26.10,5.62,9.14,12.13,-2.98,81.65,80.10,1.55,78.892030262,75.978401175,-2.913629087,33.8014339,29.442808083,-4.358625817,66.219708774,62.451730673,-3.767978101,33.402537576,26.479874677,-6.9226629,62.920449959,56.907158052,-6.013291906,35.493183423,34.09085085,-1.402332573,39.593195695,37.213071206,-2.380124489
7875,strong_typical,Typical,45.83,83.65,31.04,82.36,37.00,23.53,15.85,48.19,78.86,28.77,77.42,28.49,22.06,14.26,-2.36,4.79,2.27,4.94,8.51,1.46,1.60,37.30,42.68,-5.38,48.00,47.32,0.68,33.90,35.93,-2.04,47.65,47.62,0.03,19.89,20.70,-0.81,12.77,15.85,-3.09,83.40,84.68,-1.29,81.781675451,78.321862438,-3.459813013,23.395196962,18.159779313,-5.235417649,67.947079318,56.499763984,-11.44731533,25.434245796,19.684379284,-5.749866512,60.253227936,48.038539608,-12.21468833,42.320251566,38.949477707,-3.370773858,33.601920595,33.856343144,0.2544225498
1509,strong_typical,Typical,61.91,74.46,25.53,62.68,30.86,12.72,18.50,71.93,79.65,30.29,54.73,32.80,12.49,19.08,-10.01,-5.19,-4.77,7.95,-1.94,0.23,-0.57,53.87,57.97,-4.10,55.40,54.56,0.84,34.17,38.34,-4.17,49.86,45.78,4.08,33.95,32.36,1.59,11.75,14.83,-3.09,74.84,77.77,-2.93,79.573418384,82.64272739,3.0693090064,25.124520941,29.674622127,4.5501011868,52.283395109,46.635982422,-5.647412687,34.860188471,22.166159166,-12.6940293,49.668047709,49.449315291,-0.218732417,21.44180687,24.849159949,3.4073530794,33.588292717,32.158091639,-1.430201079
302,strong_typical,Typical,61.76,76.27,34.57,70.55,33.18,10.05,15.73,71.14,73.58,31.47,58.49,32.27,11.96,16.34,-9.38,2.69,3.11,12.06,0.91,-1.91,-0.61,52.63,59.19,-6.56,54.29,55.53,-1.24,51.42,48.17,3.25,47.26,48.09,-0.84,23.89,27.83,-3.94,9.33,10.19,-0.86,83.24,84.96,-1.72,77.485916662,67.826816248,-9.659100415,36.065285939,30.395598032,-5.669687907,60.915025726,62.779395895,1.8643701688,40.031669651,31.123057572,-8.908612079,48.474978244,36.121927067,-12.35305118,24.006196386,27.18330691,3.1771105231,39.821648381,38.459682174,-1.361966207
317,mild_typical,Typical,58.15,79.19,35.15,69.07,26.44,9.93,15.94,60.75,72.89,30.62,59.28,24.41,12.59,14.62,-2.61,6.30,4.53,9.78,2.03,-2.66,1.32,58.41,60.88,-2.48,59.22,57.09,2.13,54.21,53.09,1.12,53.61,45.66,7.95,32.57,29.74,2.83,11.34,13.54,-2.20,80.96,78.90,2.06,68.857240861,75.125041573,6.2678007111,27.593251668,25.648291447,-1.944960221,64.569000807,76.277949175,11.708948368,26.676561789,22.681367035,-3.995194754,50.009479553,42.898229426,-7.111250127,15.907738776,15.228900322,-0.678838454,32.147241498,34.11876466,1.9715231617
7491,mild_typical,Typical,49.97,79.17,24.42,51.10,24.85,19.03,10.46,56.74,74.47,17.52,50.11,27.08,21.15,8.83,-6.77,4.71,6.90,0.99,-2.23,-2.12,1.62,42.57,47.43,-4.86,51.60,51.24,0.37,42.76,46.20,-3.44,50.79,49.12,1.67,20.10,22.86,-2.76,11.64,21.27,-9.63,82.74,82.62,0.12,76.931323878,69.227739096,-7.703584782,32.47112142,23.642309053,-8.828812367,70.73856491,62.079364441,-8.659200469,38.160990585,31.542276453,-6.618714132,69.373712498,56.450607933,-12.92310457,33.808166878,31.493935828,-2.31423105,39.370988302,36.798763659,-2.572224643
875,strong_typical,Typical,64.97,77.44,26.53,60.58,38.23,15.38,12.82,70.57,73.38,20.53,71.84,33.66,14.62,10.13,-5.61,4.06,6.01,-11.25,4.57,0.75,2.69,47.31,49.69,-2.38,50.96,51.69,-0.72,46.83,48.45,-1.62,53.82,49.83,4.00,27.65,23.35,4.30,13.43,14.91,-1.48,81.61,86.28,-4.66,75.901025924,76.718147599,0.8171216749,36.481162646,34.023740783,-2.457421863,52.200216804,56.481919683,4.2817028789,37.838404342,32.432600694,-5.405803649,59.175973622,60.253408297,1.077434675,30.657781008,31.72241562,1.0646346123,34.818460495,38.459866182,3.6414056872
7795,strong_typical,Typical,66.66,82.71,38.63,73.75,33.22,19.51,17.31,65.77,84.03,30.61,71.77,32.98,19.97,14.01,0.89,-1.32,8.02,1.98,0.24,-0.45,3.30,50.11,51.66,-1.56,52.18,54.07,-1.88,39.41,44.79,-5.38,54.79,53.66,1.13,38.81,36.81,1.99,4.95,11.77,-6.82,84.02,85.70,-1.67,84.742877897,85.962636417,1.2197585201,31.272683981,36.841623941,5.5689399603,69.809733336,67.415746512,-2.393986824,34.921679311,32.515197312,-2.406481999,64.26444869,64.069263944,-0.195184746,31.671010023,25.598684524,-6.072325499,40.424368218,42.888461733,2.4640935146
4731,mild_typical,Typical,55.78,78.19,25.58,69.68,32.77,13.19,20.52,61.64,82.70,33.25,67.58,30.74,13.94,19.10,-5.86,-4.51,-7.67,2.10,2.03,-0.74,1.41,55.06,54.13,0.93,61.15,63.07,-1.91,49.70,51.27,-1.56,57.42,59.17,-1.75,27.91,21.26,6.64,16.47,13.76,2.70,81.89,83.53,-1.64,73.837617007,63.233862195,-10.60375481,29.351418442,28.356554554,-0.994863888,67.249973325,62.566090624,-4.683882701,39.561767719,26.02447968,-13.53728804,58.329599559,62.974027399,4.6444278398,23.744251418,24.170079735,0.4258283163,35.482495428,37.114136734,1.6316413056
5988,strong_typical,Typical,71.10,77.45,43.64,59.48,31.82,18.42,15.73,64.73,71.77,25.04,65.48,26.90,17.48,12.36,6.36,5.68,18.59,-6.00,4.92,0.94,3.36,53.47,52.30,1.17,53.06,49.84,3.22,53.64,50.71,2.93,47.17,46.69,0.48,24.65,23.05,1.59,9.98,12.55,-2.57,80.30,81.81,-1.51,76.376222389,82.708429914,6.3322075247,25.775004477,31.619568698,5.8445642212,54.619382807,64.645430628,10.02604782,27.368029182,31.666427867,4.2983986849,50.074668118,48.364014046,-1.710654072,21.659988881,22.801152728,1.1411638474,33.763215043,36.662768248,2.8995532047
2508,strong_typical,Typical,59.27,82.94,32.05,64.05,34.59,13.40,11.30,71.31,68.71,18.82,47.24,31.85,15.87,10.17,-12.04,14.24,13.22,16.81,2.74,-2.46,1.13,47.87,48.58,-0.71,50.79,48.69,2.10,47.63,42.07,5.56,42.76,39.36,3.40,23.70,16.08,7.62,17.14,15.05,2.09,80.69,80.36,0.33,72.067618079,72.398450967,0.3308328877,29.764253027,32.725351073,2.9610980462,53.791766491,52.375314699,-1.416451793,37.676395503,40.470453019,2.7940575161,55.06420678,55.906375298,0.8421685186,22.217662819,22.43807526,0.2204124412,31.596031125,34.442817845,2.8467867202
1121,mild_typical,Typical,61.36,82.24,29.72,64.39,25.36,20.01,14.47,70.10,83.18,29.05,74.89,23.83,18.63,11.62,-8.74,-0.95,0.67,-10.50,1.53,1.37,2.86,46.85,52.88,-6.03,53.18,53.45,-0.27,38.80,41.67,-2.87,46.08,52.34,-6.26,18.65,20.35,-1.70,11.42,15.39,-3.98,81.88,86.00,-4.11,76.222274276,71.893761767,-4.328512509,31.25088451,29.267126974,-1.983757536,65.180841936,68.049157546,2.8683156101,29.725564421,35.028830071,5.3032656496,52.967097223,55.001881327,2.0347841037,35.98915194,37.626655779,1.6375038389,34.263762874,36.789289982,2.5255271083
1778,Atypical,Atypical,83.08,81.96,53.96,75.59,65.63,24.68,20.91,74.83,61.49,32.51,64.27,42.91,15.33,19.48,8.26,20.47,21.45,11.32,22.72,9.35,1.43,38.83,54.00,-15.17,38.78,51.16,-12.39,49.54,48.68,0.86,37.45,44.98,-7.52,25.84,19.28,6.56,30.92,30.28,0.64,74.74,72.96,1.78,68.532356382,62.989530998,-5.542825384,31.941254704,38.08119652,6.1399418164,44.715495234,56.090635608,11.375140374,31.054329657,33.592116405,2.5377867473,43.685804725,45.646975949,1.9611712237,13.509013571,14.335639035,0.8266254638,20.960102951,21.786855101,0.82675215
7925,mild_typical,Typical,62.47,80.70,40.14,65.40,33.06,13.82,16.75,75.55,74.32,32.41,60.94,31.05,12.55,10.57,-13.08,6.37,7.73,4.46,2.01,1.27,6.18,48.30,54.26,-5.95,51.75,54.40,-2.65,41.66,41.07,0.59,46.98,48.65,-1.67,28.60,26.11,2.49,10.16,14.48,-4.31,82.54,80.40,2.14,67.535963243,88.839851949,21.303888706,26.510512645,32.672981697,6.1624690515,48.842268285,64.033374951,15.191106666,30.711208223,39.600043404,8.8888351811,47.656516526,57.129377335,9.472860809,10.106251294,11.221909936,1.1156586417,23.397436069,30.592758675,7.1953226063
5683,strong_typical,Typical,66.69,83.73,35.71,66.57,40.71,27.10,14.49,70.80,80.76,31.67,70.75,37.59,26.63,11.94,-4.11,2.97,4.04,-4.18,3.12,0.47,2.55,41.28,43.67,-2.39,46.59,46.46,0.13,29.72,27.40,2.32,37.37,34.80,2.57,30.80,29.55,1.25,10.57,15.00,-4.43,82.07,83.04,-0.97,72.235157493,75.378161709,3.1430042157,33.660986835,30.651165921,-3.009820914,72.176907472,69.988784847,-2.188122624,29.732284197,30.871067869,1.1387836718,64.314079236,56.056772775,-8.257306461,25.928450227,31.585055319,5.6566050922,31.445085292,33.158987712,1.7139024203
2759,strong_typical,Typical,69.43,84.41,35.41,73.29,38.22,17.79,15.40,72.04,80.29,34.10,65.54,34.03,16.54,14.67,-2.62,4.12,1.31,7.75,4.19,1.25,0.73,54.48,57.13,-2.65,57.09,56.46,0.64,44.86,50.69,-5.83,52.85,53.55,-0.70,33.75,29.21,4.53,23.63,32.05,-8.42,84.05,85.42,-1.36,75.905491941,76.538538502,0.6330465605,34.736576104,31.919428291,-2.817147813,72.251303877,67.968410092,-4.282893785,39.716335763,38.23925753,-1.477078233,63.08024812,56.178992748,-6.901255372,23.724181372,20.568175278,-3.156006094,31.018118963,31.122109784,0.1039908203
4733,strong_typical,Typical,62.52,78.82,29.51,61.00,25.45,6.72,10.90,60.85,77.15,18.63,59.23,15.14,10.77,8.35,1.67,1.67,10.88,1.77,10.32,-4.05,2.55,50.10,49.65,0.45,53.76,51.38,2.38,38.55,35.84,2.72,46.61,48.10,-1.49,27.14,19.42,7.72,5.82,9.63,-3.81,79.52,76.89,2.62,78.118487941,64.644954997,-13.47353294,26.66033705,23.27163393,-3.38870312,65.294305673,55.751663678,-9.542641996,32.627499855,22.41917904,-10.20832081,61.644050896,51.015680567,-10.62837033,21.031420509,23.986644182,2.9552236731,32.860082792,31.341506671,-1.518576121
5583,mild_typical,Typical,61.35,75.10,20.23,56.64,21.90,12.58,6.98,72.19,79.08,26.94,60.22,26.82,12.81,6.89,-10.84,-3.97,-6.70,-3.58,-4.92,-0.23,0.09,55.72,57.03,-1.31,57.82,57.64,0.19,51.65,45.97,5.68,60.44,58.84,1.59,32.38,29.42,2.96,9.15,6.92,2.23,90.71,89.78,0.93,70.793438698,62.101194171,-8.692244527,34.731587815,24.147390651,-10.58419716,66.764998995,51.435282178,-15.32971682,36.449944889,28.89067001,-7.559274878,50.369650446,39.765781795,-10.60386865,17.086417659,15.222387122,-1.864030537,26.551476912,23.990212279,-2.561264634
